trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1281,False,"{'a': 0.9, 'e': 0.2775814355736181}",30,7,9.331127223911249,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
1282,False,"{'a': 0.9, 'e': 0.2773038541380445}",25,7,11.16545214711611,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1283,False,"{'a': 0.9, 'e': 0.27702655028390644}",25,14,-15.16145927417741,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1284,False,"{'a': 0.9, 'e': 0.2767495237336225}",25,11,13.933505520725005,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1285,False,"{'a': 0.9, 'e': 0.2764727742098889}",35,3,-108.4370679448787,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 2}",1
1286,False,"{'a': 0.9, 'e': 0.276196301435679}",30,14,26.55626547081744,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.9, 'e': 0.2759201051342433}",20,-3,6.898865082800227,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",0
1288,False,"{'a': 0.9, 'e': 0.2756441850291091}",25,-5,-40.82329215649756,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
1289,False,"{'a': 0.9, 'e': 0.27536854084407997}",30,-4,17.00333720689068,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 0}",0
1290,False,"{'a': 0.9, 'e': 0.2750931723032359}",30,20,7.164933806809562,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1291,False,"{'a': 0.9, 'e': 0.27481807913093265}",20,1,-46.238021488491434,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
1292,False,"{'a': 0.9, 'e': 0.2745432610518017}",20,13,7.090444216480144,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.9, 'e': 0.2742687177907499}",20,8,-7.632767903827942,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1294,False,"{'a': 0.9, 'e': 0.27399444907295917}",30,24,10.690634496272768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.9, 'e': 0.2737204546238862}",20,10,11.540616088496925,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.9, 'e': 0.27344673416926235}",20,7,9.408746631851539,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.9, 'e': 0.27317328743509306}",20,2,-30.601116837870624,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1298,False,"{'a': 0.9, 'e': 0.27290011414765797}",20,3,27.519682287042563,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.9, 'e': 0.2726272140335103}",35,22,17.019968080605388,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.9, 'e': 0.2723545868194768}",20,7,25.053781297418695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.9, 'e': 0.2720822322326573}",25,11,27.55894340087933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.9, 'e': 0.2718101500004247}",35,24,11.752959866431494,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1303,False,"{'a': 0.9, 'e': 0.27153833985042425}",25,18,14.232297185466772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.9, 'e': 0.2712668015105738}",25,17,15.052436216184443,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.9, 'e': 0.27099553470906323}",30,22,16.22953611781209,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.9, 'e': 0.2707245391743542}",20,-4,26.229236291593725,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",0
1307,False,"{'a': 0.9, 'e': 0.2704538146351798}",20,9,-20.72109591581163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1308,False,"{'a': 0.9, 'e': 0.27018336082054467}",25,6,-11.963554495928607,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
1309,False,"{'a': 0.9, 'e': 0.2699131774597241}",20,6,26.057320115998515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.9, 'e': 0.26964326428226437}",20,14,9.885017938751817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.9, 'e': 0.2693736210179821}",35,21,-13.412758592264368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1312,False,"{'a': 0.9, 'e': 0.26910424739696415}",20,15,2.9005817052619394,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.9, 'e': 0.2688351431495672}",35,10,-57.37679469771157,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",1
1314,False,"{'a': 0.9, 'e': 0.2685663080064176}",25,-2,-34.32776827184392,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",0
1315,False,"{'a': 0.9, 'e': 0.2682977416984112}",30,16,20.53618705038032,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.9, 'e': 0.26802944395671274}",25,12,10.8668122892596,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1317,False,"{'a': 0.9, 'e': 0.26776141451275604}",20,16,5.234008682677741,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.9, 'e': 0.2674936530982433}",25,8,-23.33652157226848,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1319,False,"{'a': 0.9, 'e': 0.26722615944514505}",30,17,12.19512103011316,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.9, 'e': 0.2669589332856999}",20,7,-2.252427451912223,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1321,False,"{'a': 0.9, 'e': 0.2666919743524142}",20,3,17.314125602332528,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1322,False,"{'a': 0.9, 'e': 0.2664252823780618}",25,15,2.8799137294829666,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1323,False,"{'a': 0.9, 'e': 0.2661588570956837}",30,1,-11.62152742239975,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
1324,False,"{'a': 0.9, 'e': 0.2658926982385881}",20,4,-52.36993853348782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
1325,False,"{'a': 0.9, 'e': 0.26562680554034945}",20,12,14.06480329862883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.9, 'e': 0.26536117873480913}",25,19,9.200133607941572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.9, 'e': 0.2650958175560743}",30,13,30.451729910661896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.9, 'e': 0.26483072173851824}",25,15,-19.44646982134264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1329,False,"{'a': 0.9, 'e': 0.2645658910167797}",20,11,15.716405862345395,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.9, 'e': 0.26430132512576293}",30,18,22.34064407513143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.9, 'e': 0.26403702380063715}",25,13,-11.601504506419314,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1332,False,"{'a': 0.9, 'e': 0.2637729867768365}",20,6,-80.63377115911202,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
1333,False,"{'a': 0.9, 'e': 0.2635092137900597}",25,-11,-36.91147032791895,"{0: 31, 1: 2, 2: 0, 3: 2, 4: 1}",0
1334,False,"{'a': 0.9, 'e': 0.2632457045762696}",20,5,-37.47317381085098,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1335,False,"{'a': 0.9, 'e': 0.26298245887169336}",30,17,14.444655399188735,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1336,False,"{'a': 0.9, 'e': 0.2627194764128217}",35,3,-34.69441950311083,"{0: 27, 1: 1, 2: 2, 3: 1, 4: 1}",1
1337,False,"{'a': 0.9, 'e': 0.26245675693640885}",25,-18,40.929340575537736,"{0: 42, 1: 0, 2: 0, 3: 0, 4: 1}",0
1338,False,"{'a': 0.9, 'e': 0.26219430017947243}",25,8,25.646266891457095,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.9, 'e': 0.26193210587929294}",25,-3,-14.40892304322533,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",0
1340,False,"{'a': 0.9, 'e': 0.2616701737734137}",30,14,25.820721382348044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.9, 'e': 0.26140850359964024}",25,5,22.437959698674536,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1342,False,"{'a': 0.9, 'e': 0.2611470950960406}",30,16,-10.573614656325557,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
1343,False,"{'a': 0.9, 'e': 0.26088594800094456}",25,15,-48.295504497472535,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
1344,False,"{'a': 0.9, 'e': 0.2606250620529436}",20,-6,16.801791111208225,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",0
1345,False,"{'a': 0.9, 'e': 0.2603644369908907}",20,-10,14.83747887547118,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1346,False,"{'a': 0.9, 'e': 0.2601040725538998}",35,25,12.828063585124973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.9, 'e': 0.2598439684813459}",20,5,13.824366299581683,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.9, 'e': 0.25958412451286456}",20,10,17.90203802013425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.9, 'e': 0.2593245403883517}",25,2,-59.50257179022068,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
1350,False,"{'a': 0.9, 'e': 0.2590652158479633}",20,5,8.361838836153721,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.9, 'e': 0.2588061506321154}",25,7,30.262736893849244,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.9, 'e': 0.25854734448148325}",25,12,18.207761786644568,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.9, 'e': 0.25828879713700176}",20,5,-11.664261288706028,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1354,False,"{'a': 0.9, 'e': 0.2580305083398648}",25,15,6.912522841839538,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1355,False,"{'a': 0.9, 'e': 0.2577724778315249}",20,6,2.1444606406217526,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1356,False,"{'a': 0.9, 'e': 0.25751470535369336}",20,8,23.56252507069086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.9, 'e': 0.2572571906483397}",25,-30,-43.846609819940404,"{0: 43, 1: 5, 2: 6, 3: 0, 4: 1}",0
1358,False,"{'a': 0.9, 'e': 0.25699993345769134}",30,16,19.16455960787349,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1359,False,"{'a': 0.9, 'e': 0.25674293352423366}",25,13,-20.006459837932812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1360,False,"{'a': 0.9, 'e': 0.25648619059070943}",25,10,28.715715804705155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.9, 'e': 0.2562297044001187}",25,11,25.288469806590612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.9, 'e': 0.2559734746957186}",20,3,25.063813752949894,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1363,False,"{'a': 0.9, 'e': 0.2557175012210229}",25,11,28.657217123706776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.9, 'e': 0.2554617837198018}",20,4,17.528634363857027,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.9, 'e': 0.25520632193608206}",20,5,2.468905555363996,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1366,False,"{'a': 0.9, 'e': 0.25495111561414596}",30,20,-19.771774373068062,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
1367,False,"{'a': 0.9, 'e': 0.25469616449853183}",20,5,-17.338205526870443,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
1368,False,"{'a': 0.9, 'e': 0.2544414683340333}",20,13,12.169666182534948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.9, 'e': 0.2541870268656993}",20,11,-25.59927976676972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1370,False,"{'a': 0.9, 'e': 0.2539328398388336}",20,12,14.318894924934533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.9, 'e': 0.2536789069989947}",20,13,14.88900558522328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.9, 'e': 0.25342522809199575}",30,8,27.63299396152185,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.9, 'e': 0.2531718028639037}",20,6,1.9470427199154263,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1374,False,"{'a': 0.9, 'e': 0.25291863106103984}",30,14,13.018150310367883,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'a': 0.9, 'e': 0.25266571242997876}",20,2,22.531282397456593,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1376,False,"{'a': 0.9, 'e': 0.25241304671754883}",30,19,-0.6216030381125202,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1377,False,"{'a': 0.9, 'e': 0.25216063367083125}",20,-15,15.932429947804062,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
1378,False,"{'a': 0.9, 'e': 0.2519084730371604}",30,-2,2.2607576637471594,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",0
1379,False,"{'a': 0.9, 'e': 0.2516565645641233}",25,19,-1.983419732127219,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.9, 'e': 0.25140490799955917}",25,5,12.559909718390541,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1381,False,"{'a': 0.9, 'e': 0.2511535030915596}",20,3,28.326537490165883,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.9, 'e': 0.250902349588468}",35,26,17.03555670865641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.9, 'e': 0.25065144723887955}",20,10,21.238033138426204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.9, 'e': 0.25040079579164065}",25,13,21.414564958302936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.9, 'e': 0.250150394995849}",30,4,34.82769380696378,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.9, 'e': 0.2499002446008532}",30,-2,10.018634647649069,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 0}",0
1387,False,"{'a': 0.9, 'e': 0.24965034435625233}",35,25,9.830348515886335,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1388,False,"{'a': 0.9, 'e': 0.24940069401189607}",30,8,-0.1172195488460881,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1389,False,"{'a': 0.9, 'e': 0.2491512933178842}",20,4,33.11418486126131,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.9, 'e': 0.2489021420245663}",20,11,15.301614744247637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.9, 'e': 0.24865323988254173}",20,8,8.376097833236493,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'a': 0.9, 'e': 0.2484045866426592}",20,7,-4.568848624470483,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1393,False,"{'a': 0.9, 'e': 0.24815618205601653}",25,16,-24.489364380291594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1394,False,"{'a': 0.9, 'e': 0.24790802587396052}",25,17,9.395781765559589,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.9, 'e': 0.24766011784808656}",20,-4,22.34651812559835,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",0
1396,False,"{'a': 0.9, 'e': 0.24741245773023846}",30,11,16.88654990267101,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1397,False,"{'a': 0.9, 'e': 0.24716504527250824}",20,9,2.6906873827085396,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1398,False,"{'a': 0.9, 'e': 0.2469178802272357}",35,1,-1.50991973975892,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 0}",1
1399,False,"{'a': 0.9, 'e': 0.24667096234700847}",20,3,15.191695763409594,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.9, 'e': 0.2464242913846615}",30,16,20.13383079842527,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.9, 'e': 0.24617786709327683}",25,9,22.237015762355746,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.9, 'e': 0.24593168922618353}",25,20,9.491883632150383,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.9, 'e': 0.24568575753695734}",20,8,21.761338035117884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.9, 'e': 0.2454400717794204}",20,6,4.764503358952689,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.9, 'e': 0.24519463170764097}",30,17,23.856963386603738,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.9, 'e': 0.24494943707593334}",20,12,-12.409698741143291,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.9, 'e': 0.2447044876388574}",20,12,3.18091906125235,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.9, 'e': 0.24445978315121855}",25,17,14.716561807185643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.9, 'e': 0.2442153233680673}",25,5,5.551879535441031,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1410,False,"{'a': 0.9, 'e': 0.24397110804469926}",20,6,28.707940238856224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.9, 'e': 0.24372713693665454}",30,20,-11.68435679988717,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1412,False,"{'a': 0.9, 'e': 0.2434834097997179}",20,12,-19.166099566536506,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1413,False,"{'a': 0.9, 'e': 0.24323992638991818}",30,15,21.390684388766992,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.9, 'e': 0.24299668646352826}",20,6,-45.670156561101194,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
1415,False,"{'a': 0.9, 'e': 0.24275368977706474}",20,3,15.736474328333438,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1416,False,"{'a': 0.9, 'e': 0.24251093608728766}",20,2,24.804019808615877,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.9, 'e': 0.2422684251512004}",20,14,15.07916225393379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.9, 'e': 0.24202615672604919}",35,17,-69.24560847671967,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
1419,False,"{'a': 0.9, 'e': 0.24178413056932313}",30,3,43.07123162758159,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.9, 'e': 0.2415423464387538}",25,14,-20.820914117677855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1421,False,"{'a': 0.9, 'e': 0.24130080409231505}",30,15,12.70476672763075,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.9, 'e': 0.24105950328822273}",25,1,31.171072029563813,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1423,False,"{'a': 0.9, 'e': 0.24081844378493453}",20,3,15.041987239603436,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.9, 'e': 0.24057762534114957}",30,16,14.157924838960858,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.9, 'e': 0.24033704771580844}",25,11,-33.582975673050214,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1426,False,"{'a': 0.9, 'e': 0.24009671066809263}",25,-9,26.573392759103996,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 0}",0
1427,False,"{'a': 0.9, 'e': 0.23985661395742452}",25,10,7.4414019071930495,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.9, 'e': 0.2396167573434671}",30,22,7.7195276754875515,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.9, 'e': 0.23937714058612364}",25,18,12.868284582527718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.9, 'e': 0.23913776344553753}",25,5,10.385945130910985,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1431,False,"{'a': 0.9, 'e': 0.23889862568209197}",20,15,6.164789011550289,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.9, 'e': 0.2386597270564099}",25,2,-54.65432423933784,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
1433,False,"{'a': 0.9, 'e': 0.23842106732935348}",20,-27,8.875445663072822,"{0: 42, 1: 2, 2: 2, 3: 0, 4: 1}",0
1434,False,"{'a': 0.9, 'e': 0.23818264626202412}",25,2,32.122904577088356,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1435,False,"{'a': 0.9, 'e': 0.2379444636157621}",25,16,15.905214456239746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.9, 'e': 0.23770651915214633}",25,12,23.549474356262056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.9, 'e': 0.2374688126329942}",25,15,3.818431425122043,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1438,False,"{'a': 0.9, 'e': 0.2372313438203612}",20,9,-2.6132981346073194,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1439,False,"{'a': 0.9, 'e': 0.23699411247654084}",25,-1,49.59363707248875,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.9, 'e': 0.2367571183640643}",20,14,-2.1752992712727943,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.9, 'e': 0.23652036124570022}",30,15,4.871611447560731,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1442,False,"{'a': 0.9, 'e': 0.23628384088445453}",20,13,5.869249387036973,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.9, 'e': 0.23604755704357008}",20,14,12.638157602007563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.9, 'e': 0.2358115094865265}",20,13,3.199331559943052,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.9, 'e': 0.23557569797703998}",25,14,20.36909874694276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.9, 'e': 0.23534012227906292}",20,10,-1.2097642182838326,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1447,False,"{'a': 0.9, 'e': 0.23510478215678388}",25,18,1.5061582146862742,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1448,False,"{'a': 0.9, 'e': 0.23486967737462708}",25,3,39.76632364004188,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.9, 'e': 0.23463480769725245}",30,18,23.97077797943917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.9, 'e': 0.2344001728895552}",20,3,19.811507542401024,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1451,False,"{'a': 0.9, 'e': 0.23416577271666567}",25,13,27.045591590217995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.9, 'e': 0.233931606943949}",30,8,31.903858522730665,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1453,False,"{'a': 0.9, 'e': 0.23369767533700503}",30,15,14.758561460595075,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1454,False,"{'a': 0.9, 'e': 0.23346397766166804}",20,7,-9.626484077135983,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1455,False,"{'a': 0.9, 'e': 0.23323051368400635}",25,2,-8.192613325157584,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
1456,False,"{'a': 0.9, 'e': 0.23299728317032237}",20,16,6.9877181393273045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.9, 'e': 0.23276428588715203}",30,21,-22.42633530527811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1458,False,"{'a': 0.9, 'e': 0.2325315216012649}",20,9,9.541771361427166,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1459,False,"{'a': 0.9, 'e': 0.23229899007966362}",20,12,-13.478406825064889,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1460,False,"{'a': 0.9, 'e': 0.23206669108958394}",30,20,-22.929254671330305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1461,False,"{'a': 0.9, 'e': 0.23183462439849437}",20,5,30.561293794696603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.9, 'e': 0.23160278977409587}",25,13,-0.03131905114127487,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
